ueberlebt,klasse,geschlecht,alter,geschwister_ehepartner,eltern_kinder,fahrpreis,eingestiegen,klassenbezeichnung,rolle,erwachsener_mann,deck,hafen,allein
1,2,weiblich,22.0,1,2,41.5792,Cherbourg,Zweite,Frau,False,,Cherbourg,False
1,1,weiblich,40.0,0,0,153.4625,Southampton,Erste,Frau,False,C,Southampton,True
0,3,weiblich,39.0,1,5,31.275,Southampton,Dritte,Frau,False,,Southampton,False
0,3,maennlich,,0,0,7.05,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,,1,0,15.5,Queenstown,Dritte,Frau,False,,Queenstown,False
0,3,maennlich,,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
0,3,maennlich,35.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,24.0,1,2,65.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,34.0,1,1,14.4,Southampton,Dritte,Mann,True,,Southampton,False
0,3,weiblich,26.0,1,0,16.1,Southampton,Dritte,Frau,False,,Southampton,False
1,2,weiblich,4.0,2,1,39.0,Southampton,Zweite,Kind,False,F,Southampton,False
0,2,maennlich,26.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,27.0,1,0,14.4542,Cherbourg,Dritte,Mann,True,,Cherbourg,False
1,1,maennlich,42.0,1,0,52.5542,Southampton,Erste,Mann,True,D,Southampton,False
1,3,maennlich,20.0,1,1,15.7417,Cherbourg,Dritte,Mann,True,,Cherbourg,False
0,3,maennlich,21.0,0,0,7.8542,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,21.0,0,0,16.1,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,61.0,0,0,32.3208,Southampton,Erste,Mann,True,D,Southampton,True
0,2,maennlich,57.0,0,0,12.35,Queenstown,Zweite,Mann,True,,Queenstown,True
1,1,weiblich,21.0,0,0,77.9583,Southampton,Erste,Frau,False,D,Southampton,True
0,3,maennlich,26.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.7333,Queenstown,Dritte,Mann,True,,Queenstown,True
1,1,maennlich,80.0,0,0,30.0,Southampton,Erste,Mann,True,A,Southampton,True
0,3,maennlich,51.0,0,0,7.0542,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,32.0,0,0,30.5,Cherbourg,Erste,Mann,True,B,Cherbourg,True
0,1,maennlich,,0,0,0.0,Southampton,Erste,Mann,True,,Southampton,True
0,3,weiblich,9.0,3,2,27.9,Southampton,Dritte,Kind,False,,Southampton,False
1,2,weiblich,28.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,True
0,3,maennlich,32.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,31.0,1,1,26.25,Southampton,Zweite,Mann,True,,Southampton,False
0,3,weiblich,41.0,0,5,39.6875,Southampton,Dritte,Frau,False,,Southampton,False
0,3,maennlich,,1,0,16.1,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,20.0,0,0,7.8542,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,24.0,0,0,69.3,Cherbourg,Erste,Frau,False,B,Cherbourg,True
0,3,weiblich,2.0,3,2,27.9,Southampton,Dritte,Kind,False,,Southampton,False
1,3,maennlich,,0,0,56.4958,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,0.75,2,1,19.2583,Cherbourg,Dritte,Kind,False,,Cherbourg,False
1,1,maennlich,48.0,1,0,76.7292,Cherbourg,Erste,Mann,True,D,Cherbourg,False
0,3,maennlich,19.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,56.0,0,0,35.5,Cherbourg,Erste,Mann,True,A,Cherbourg,True
0,3,maennlich,,0,0,7.55,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,23.0,0,0,7.55,Southampton,Dritte,Frau,False,,Southampton,True
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,18.0,0,1,23.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,21.0,0,0,8.4333,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,,0,0,7.8292,Queenstown,Dritte,Frau,False,,Queenstown,True
0,3,weiblich,18.0,0,0,6.75,Queenstown,Dritte,Frau,False,,Queenstown,True
0,2,maennlich,24.0,2,0,73.5,Southampton,Zweite,Mann,True,,Southampton,False
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,32.0,1,1,15.5,Queenstown,Dritte,Frau,False,,Queenstown,False
0,2,maennlich,23.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,1,maennlich,58.0,0,2,113.275,Cherbourg,Erste,Mann,True,D,Cherbourg,False
1,1,maennlich,50.0,2,0,133.65,Southampton,Erste,Mann,True,,Southampton,False
0,3,maennlich,40.0,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,1,maennlich,47.0,0,0,25.5875,Southampton,Erste,Mann,True,E,Southampton,True
0,3,maennlich,36.0,0,0,7.4958,Southampton,Dritte,Mann,True,,Southampton,True
1,3,maennlich,20.0,1,0,7.925,Southampton,Dritte,Mann,True,,Southampton,False
0,2,maennlich,32.0,2,0,73.5,Southampton,Zweite,Mann,True,,Southampton,False
0,2,maennlich,25.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,43.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,,1,0,52.0,Southampton,Erste,Frau,False,C,Southampton,False
1,2,weiblich,40.0,1,1,39.0,Southampton,Zweite,Frau,False,,Southampton,False
0,1,maennlich,31.0,1,0,52.0,Southampton,Erste,Mann,True,B,Southampton,False
0,2,maennlich,70.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,True
1,2,maennlich,31.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,2,maennlich,,0,0,0.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,18.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,24.5,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,18.0,0,0,9.8417,Southampton,Dritte,Frau,False,,Southampton,True
0,3,weiblich,43.0,1,6,46.9,Southampton,Dritte,Frau,False,,Southampton,False
1,1,maennlich,36.0,0,1,512.3292,Cherbourg,Erste,Mann,True,B,Cherbourg,False
0,3,weiblich,,0,0,8.1375,Queenstown,Dritte,Frau,False,,Queenstown,True
1,1,maennlich,27.0,0,0,76.7292,Cherbourg,Erste,Mann,True,D,Cherbourg,True
0,3,maennlich,20.0,0,0,9.225,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,14.0,5,2,46.9,Southampton,Dritte,Kind,False,,Southampton,False
0,2,maennlich,60.0,1,1,39.0,Southampton,Zweite,Mann,True,,Southampton,False
0,2,maennlich,25.0,1,2,41.5792,Cherbourg,Zweite,Mann,True,,Cherbourg,False
0,3,maennlich,14.0,4,1,39.6875,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,19.0,0,0,10.1708,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,18.0,0,0,7.7958,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,15.0,0,1,211.3375,Southampton,Erste,Kind,False,B,Southampton,False
1,1,maennlich,31.0,1,0,57.0,Southampton,Erste,Mann,True,B,Southampton,False
1,3,weiblich,4.0,0,1,13.4167,Cherbourg,Dritte,Kind,False,,Cherbourg,False
1,3,maennlich,,0,0,56.4958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,25.0,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,1,maennlich,60.0,0,0,26.55,Southampton,Erste,Mann,True,,Southampton,True
0,2,maennlich,52.0,0,0,13.5,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,44.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,,0,0,7.7333,Queenstown,Dritte,Frau,False,,Queenstown,True
0,1,maennlich,49.0,1,1,110.8833,Cherbourg,Erste,Mann,True,C,Cherbourg,False
0,3,maennlich,42.0,0,0,7.65,Southampton,Dritte,Mann,True,F,Southampton,True
1,1,weiblich,18.0,1,0,227.525,Cherbourg,Erste,Frau,False,C,Cherbourg,False
1,1,maennlich,35.0,0,0,26.2875,Southampton,Erste,Mann,True,E,Southampton,True
0,3,weiblich,18.0,0,1,14.4542,Cherbourg,Dritte,Frau,False,,Cherbourg,False
0,3,maennlich,25.0,0,0,7.7417,Queenstown,Dritte,Mann,True,,Queenstown,True
0,3,maennlich,26.0,1,0,7.8542,Southampton,Dritte,Mann,True,,Southampton,False
0,2,maennlich,39.0,0,0,26.0,Southampton,Zweite,Mann,True,,Southampton,True
1,2,weiblich,45.0,0,0,13.5,Southampton,Zweite,Frau,False,,Southampton,True
1,1,maennlich,42.0,0,0,26.2875,Southampton,Erste,Mann,True,E,Southampton,True
1,1,weiblich,22.0,0,0,151.55,Southampton,Erste,Frau,False,,Southampton,True
1,3,maennlich,,1,1,15.2458,Cherbourg,Dritte,Mann,True,,Cherbourg,False
1,1,weiblich,24.0,0,0,49.5042,Cherbourg,Erste,Frau,False,C,Cherbourg,True
0,1,maennlich,,0,0,26.55,Southampton,Erste,Mann,True,C,Southampton,True
1,1,maennlich,48.0,1,0,52.0,Southampton,Erste,Mann,True,C,Southampton,False
0,3,maennlich,29.0,0,0,9.4833,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,52.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,19.0,0,0,7.65,Southampton,Dritte,Mann,True,F,Southampton,True
1,1,weiblich,38.0,0,0,227.525,Cherbourg,Erste,Frau,False,C,Cherbourg,True
1,2,weiblich,27.0,0,0,10.5,Southampton,Zweite,Frau,False,E,Southampton,True
0,3,maennlich,,0,0,15.5,Queenstown,Dritte,Mann,True,,Queenstown,True
0,3,maennlich,33.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,6.0,0,1,33.0,Southampton,Zweite,Kind,False,,Southampton,False
0,3,maennlich,17.0,1,0,7.0542,Southampton,Dritte,Mann,True,,Southampton,False
0,2,maennlich,34.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,2,maennlich,50.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
1,1,maennlich,27.0,1,0,53.1,Southampton,Erste,Mann,True,E,Southampton,False
0,3,maennlich,20.0,0,0,8.6625,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,30.0,3,0,21.0,Southampton,Zweite,Frau,False,,Southampton,False
1,3,weiblich,,0,0,7.7375,Queenstown,Dritte,Frau,False,,Queenstown,True
0,2,maennlich,25.0,1,0,26.0,Southampton,Zweite,Mann,True,,Southampton,False
0,3,weiblich,25.0,1,0,7.925,Southampton,Dritte,Frau,False,,Southampton,False
1,1,weiblich,29.0,0,0,211.3375,Southampton,Erste,Frau,False,B,Southampton,True
0,3,maennlich,11.0,0,0,18.7875,Cherbourg,Dritte,Kind,False,,Cherbourg,True
0,2,maennlich,,0,0,0.0,Southampton,Zweite,Mann,True,,Southampton,True
0,2,maennlich,23.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,2,maennlich,23.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,28.5,0,0,16.1,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,48.0,1,3,34.375,Southampton,Dritte,Frau,False,,Southampton,False
1,1,maennlich,35.0,0,0,512.3292,Cherbourg,Erste,Mann,True,B,Cherbourg,True
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,,0,0,30.0,Southampton,Erste,Mann,True,D,Southampton,True
0,1,maennlich,36.0,1,0,78.85,Southampton,Erste,Mann,True,C,Southampton,False
1,1,weiblich,21.0,2,2,262.375,Cherbourg,Erste,Frau,False,B,Cherbourg,False
0,3,maennlich,24.0,1,0,16.1,Southampton,Dritte,Mann,True,,Southampton,False
1,3,maennlich,31.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,70.0,1,1,71.0,Southampton,Erste,Mann,True,B,Southampton,False
0,3,maennlich,16.0,1,1,20.25,Southampton,Dritte,Mann,True,,Southampton,False
1,2,weiblich,30.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,True
0,1,maennlich,19.0,1,0,53.1,Southampton,Erste,Mann,True,D,Southampton,False
0,3,maennlich,31.0,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
1,2,weiblich,4.0,1,1,23.0,Southampton,Zweite,Kind,False,,Southampton,False
1,3,maennlich,6.0,0,1,12.475,Southampton,Dritte,Kind,False,E,Southampton,False
0,3,maennlich,33.0,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,23.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,48.0,1,2,65.0,Southampton,Zweite,Frau,False,,Southampton,False
1,2,maennlich,0.67,1,1,14.5,Southampton,Zweite,Kind,False,,Southampton,False
0,3,maennlich,28.0,0,0,7.7958,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,18.0,0,0,11.5,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,34.0,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,33.0,0,0,86.5,Southampton,Erste,Frau,False,B,Southampton,True
0,3,maennlich,,0,0,14.5,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,41.0,0,0,7.125,Southampton,Dritte,Mann,True,,Southampton,True
1,3,maennlich,20.0,0,0,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,True
1,1,weiblich,36.0,1,2,120.0,Southampton,Erste,Frau,False,B,Southampton,False
0,3,maennlich,16.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,51.0,1,0,77.9583,Southampton,Erste,Frau,False,D,Southampton,False
0,1,maennlich,,0,0,39.6,Cherbourg,Erste,Mann,True,,Cherbourg,True
0,3,weiblich,30.5,0,0,7.75,Queenstown,Dritte,Frau,False,,Queenstown,True
0,3,maennlich,,1,0,24.15,Queenstown,Dritte,Mann,True,,Queenstown,False
0,3,maennlich,32.0,0,0,8.3625,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,24.0,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,48.0,0,0,7.8542,Southampton,Dritte,Mann,True,,Southampton,True
0,2,weiblich,57.0,0,0,10.5,Southampton,Zweite,Frau,False,E,Southampton,True
0,3,maennlich,,0,0,7.225,Cherbourg,Dritte,Mann,True,,Cherbourg,True
1,2,weiblich,54.0,1,3,23.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,18.0,0,0,7.75,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.75,Queenstown,Dritte,Mann,True,F,Queenstown,True
1,3,weiblich,5.0,0,0,12.475,Southampton,Dritte,Kind,False,,Southampton,True
0,3,maennlich,,0,0,7.7375,Queenstown,Dritte,Mann,True,,Queenstown,True
1,1,weiblich,43.0,0,1,211.3375,Southampton,Erste,Frau,False,B,Southampton,False
1,3,weiblich,13.0,0,0,7.2292,Cherbourg,Dritte,Kind,False,,Cherbourg,True
1,1,weiblich,17.0,1,0,57.0,Southampton,Erste,Frau,False,B,Southampton,False
0,1,maennlich,29.0,0,0,30.0,Southampton,Erste,Mann,True,D,Southampton,True
0,3,maennlich,,1,2,23.45,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,25.0,0,0,7.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,25.0,0,0,7.25,Southampton,Dritte,Mann,True,,Southampton,True
1,3,weiblich,18.0,0,0,7.4958,Southampton,Dritte,Frau,False,,Southampton,True
0,3,maennlich,8.0,4,1,29.125,Queenstown,Dritte,Kind,False,,Queenstown,False
1,3,maennlich,1.0,1,2,20.575,Southampton,Dritte,Kind,False,,Southampton,False
0,1,maennlich,46.0,0,0,79.2,Cherbourg,Erste,Mann,True,B,Cherbourg,True
0,3,maennlich,,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
0,2,maennlich,16.0,0,0,26.0,Southampton,Zweite,Mann,True,,Southampton,True
0,3,weiblich,,8,2,69.55,Southampton,Dritte,Frau,False,,Southampton,False
0,1,maennlich,,0,0,30.6958,Cherbourg,Erste,Mann,True,,Cherbourg,True
0,3,maennlich,25.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,39.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
1,1,weiblich,49.0,0,0,25.9292,Southampton,Erste,Frau,False,D,Southampton,True
1,3,weiblich,31.0,0,0,8.6833,Southampton,Dritte,Frau,False,,Southampton,True
0,3,maennlich,30.0,0,0,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,weiblich,30.0,1,1,24.15,Southampton,Dritte,Frau,False,,Southampton,False
0,2,maennlich,34.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
1,2,weiblich,31.0,1,1,26.25,Southampton,Zweite,Frau,False,,Southampton,False
1,1,maennlich,11.0,1,2,120.0,Southampton,Erste,Kind,False,B,Southampton,False
1,3,maennlich,0.42,0,1,8.5167,Cherbourg,Dritte,Kind,False,,Cherbourg,False
1,3,maennlich,27.0,0,0,6.975,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,31.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,39.0,0,0,0.0,Southampton,Erste,Mann,True,A,Southampton,True
0,3,weiblich,18.0,0,0,7.775,Southampton,Dritte,Frau,False,,Southampton,True
0,2,maennlich,39.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
1,1,weiblich,33.0,1,0,53.1,Southampton,Erste,Frau,False,E,Southampton,False
0,3,maennlich,26.0,0,0,7.8875,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,39.0,0,0,24.15,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,35.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,True
0,3,weiblich,6.0,4,2,31.275,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,30.5,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,,0,0,0.0,Southampton,Erste,Mann,True,B,Southampton,True
0,3,weiblich,23.0,0,0,7.925,Southampton,Dritte,Frau,False,,Southampton,True
0,2,maennlich,31.0,1,1,37.0042,Cherbourg,Zweite,Mann,True,,Cherbourg,False
0,3,maennlich,43.0,0,0,6.45,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,10.0,3,2,27.9,Southampton,Dritte,Kind,False,,Southampton,False
1,1,weiblich,52.0,1,1,93.5,Southampton,Erste,Frau,False,B,Southampton,False
1,3,maennlich,27.0,0,0,8.6625,Southampton,Dritte,Mann,True,,Southampton,True
0,1,maennlich,38.0,0,0,0.0,Southampton,Erste,Mann,True,,Southampton,True
1,3,weiblich,27.0,0,1,12.475,Southampton,Dritte,Frau,False,E,Southampton,False
0,3,maennlich,2.0,4,1,39.6875,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,,0,0,6.95,Queenstown,Dritte,Mann,True,,Queenstown,True
0,3,maennlich,,0,0,56.4958,Southampton,Dritte,Mann,True,,Southampton,True
1,2,maennlich,1.0,0,2,37.0042,Cherbourg,Zweite,Kind,False,,Cherbourg,False
1,3,maennlich,,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
1,1,weiblich,62.0,0,0,80.0,,Erste,Frau,False,B,,True
1,3,weiblich,15.0,1,0,14.4542,Cherbourg,Dritte,Kind,False,,Cherbourg,False
1,2,maennlich,0.83,1,1,18.75,Southampton,Zweite,Kind,False,,Southampton,False
0,3,maennlich,,0,0,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,maennlich,23.0,0,0,7.8542,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,18.0,0,0,8.3,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,39.0,1,1,83.1583,Cherbourg,Erste,Frau,False,E,Cherbourg,False
0,3,maennlich,21.0,0,0,8.6625,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,8.05,Southampton,Dritte,Mann,True,,Southampton,True
1,3,maennlich,32.0,0,0,56.4958,Southampton,Dritte,Mann,True,,Southampton,True
1,1,maennlich,,0,0,29.7,Cherbourg,Erste,Mann,True,C,Cherbourg,True
0,3,maennlich,20.0,0,0,7.925,Southampton,Dritte,Mann,True,,Southampton,True
0,2,maennlich,16.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,True
1,1,weiblich,30.0,0,0,31.0,Cherbourg,Erste,Frau,False,,Cherbourg,True
0,3,maennlich,34.5,0,0,6.4375,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,maennlich,17.0,0,0,8.6625,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,42.0,0,0,7.55,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,8,2,69.55,Southampton,Dritte,Mann,True,,Southampton,False
0,3,maennlich,35.0,0,0,7.8958,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,2,maennlich,28.0,0,1,33.0,Southampton,Zweite,Mann,True,,Southampton,False
1,1,weiblich,,1,0,89.1042,Cherbourg,Erste,Frau,False,C,Cherbourg,False
0,3,maennlich,4.0,4,2,31.275,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,74.0,0,0,7.775,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,9.0,1,1,15.2458,Cherbourg,Dritte,Kind,False,,Cherbourg,False
1,1,weiblich,16.0,0,1,39.4,Southampton,Erste,Frau,False,D,Southampton,False
0,2,weiblich,44.0,1,0,26.0,Southampton,Zweite,Frau,False,,Southampton,False
1,3,weiblich,18.0,0,1,9.35,Southampton,Dritte,Frau,False,,Southampton,False
1,1,weiblich,45.0,1,1,164.8667,Southampton,Erste,Frau,False,,Southampton,False
1,1,maennlich,51.0,0,0,26.55,Southampton,Erste,Mann,True,E,Southampton,True
1,3,weiblich,24.0,0,3,19.2583,Cherbourg,Dritte,Frau,False,,Cherbourg,False
0,3,maennlich,,0,0,7.2292,Cherbourg,Dritte,Mann,True,,Cherbourg,True
0,3,maennlich,41.0,2,0,14.1083,Southampton,Dritte,Mann,True,,Southampton,False
0,2,maennlich,21.0,1,0,11.5,Southampton,Zweite,Mann,True,,Southampton,False
1,1,weiblich,48.0,0,0,25.9292,Southampton,Erste,Frau,False,D,Southampton,True
0,3,weiblich,,8,2,69.55,Southampton,Dritte,Frau,False,,Southampton,False
0,2,maennlich,24.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
1,2,weiblich,42.0,0,0,13.0,Southampton,Zweite,Frau,False,,Southampton,True
1,2,weiblich,27.0,1,0,13.8583,Cherbourg,Zweite,Frau,False,,Cherbourg,False
0,1,maennlich,31.0,0,0,50.4958,Southampton,Erste,Mann,True,A,Southampton,True
0,3,maennlich,,0,0,9.5,Southampton,Dritte,Mann,True,,Southampton,True
1,3,maennlich,4.0,1,1,11.1333,Southampton,Dritte,Kind,False,,Southampton,False
0,3,maennlich,26.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,47.0,1,1,52.5542,Southampton,Erste,Frau,False,D,Southampton,False
0,1,maennlich,33.0,0,0,5.0,Southampton,Erste,Mann,True,B,Southampton,True
0,3,maennlich,47.0,0,0,9.0,Southampton,Dritte,Mann,True,,Southampton,True
1,2,weiblich,28.0,1,0,24.0,Cherbourg,Zweite,Frau,False,,Cherbourg,False
1,3,weiblich,15.0,0,0,7.225,Cherbourg,Dritte,Kind,False,,Cherbourg,True
0,3,maennlich,20.0,0,0,9.8458,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,19.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,maennlich,,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
1,1,weiblich,56.0,0,1,83.1583,Cherbourg,Erste,Frau,False,C,Cherbourg,False
1,2,weiblich,25.0,0,1,26.0,Southampton,Zweite,Frau,False,,Southampton,False
0,3,maennlich,33.0,0,0,7.8958,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,22.0,0,0,10.5167,Southampton,Dritte,Frau,False,,Southampton,True
0,2,maennlich,28.0,0,0,10.5,Southampton,Zweite,Mann,True,,Southampton,True
0,3,maennlich,25.0,0,0,7.05,Southampton,Dritte,Mann,True,,Southampton,True
0,3,weiblich,39.0,0,5,29.125,Queenstown,Dritte,Frau,False,,Queenstown,False
0,2,maennlich,27.0,0,0,13.0,Southampton,Zweite,Mann,True,,Southampton,True
1,1,weiblich,19.0,0,0,30.0,Southampton,Erste,Frau,False,B,Southampton,True
0,3,weiblich,,1,2,23.45,Southampton,Dritte,Frau,False,,Southampton,False
1,1,maennlich,26.0,0,0,30.0,Cherbourg,Erste,Mann,True,C,Cherbourg,True
0,3,maennlich,32.0,0,0,7.75,Queenstown,Dritte,Mann,True,,Queenstown,True
